Nickname,bandgap(eV),c_smiles,newSMILES
PSezTITI,1.97,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2ccc3c(ccc4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c5cc(-c6ccc(C)[se]6)sc5c43)c2c2sc(C)cc21,
PDTfBO-TT,1.89,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc3c4nonc4c4cc(-c5cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c6cc7sc(C)cc7s6)s5)sc4c3s2)sc1C,
PSeTITI,1.93,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3ccc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3ccc2c2sc(C)cc21,
PThzTITI,2.05,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2ccc3c(ccc4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c5cc(-c6ccc(C)s6)sc5c43)c2c2sc(C)cc21,
TBFPF-BO,1.69,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)c(F)c5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)c(F)c5)c4o3)s2)c2nonc2c1-c1ccc(C)s1,
TBFPF-BT,1.68,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)c(F)c5)c5oc(C)cc5c(-c5ccc(OCC(CC)CCCC)c(F)c5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,
P(Ge-DTCNBT),1.4,CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4cc(C#N)c(-c5ccc(C)s5)c5nsnc45)s3)cc21,
PThTITI,2,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3ccc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3ccc2c2sc(C)cc21,
DTS-D-C,1.44,CCCCCCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c3c2C(=O)C(F)(F)C3=O)sc1C,
PBDTPO-DTBO,1.65,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1,
P(Ge-CTDCNBT),1.27,CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4c(C#N)c(C#N)c(-c5ccc(C)s5)c5nsnc45)s3)cc21,
PIIDBT,1.57,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5ccc(C)s5)s4)ccc32)c2ccc(C)cc21,
PDBT-T1,1.85,CCCCCCCCc1ccc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)c6c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c6C7=O)s5)sc4c3c(-c3ccc(CCCCCCCC)s3)c3sc4cc(C)sc4c23)s1,
PBDF-T1,1.83,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)oc3c(-c3ccc(CC(CC)CCCC)cc3)c3cc(C)oc23)cc1,
NT812,1.4,CCCCCCCCCCC(CCCCCCCC)Cc1cc(C)sc1-c1cc2sc(-c3sc(-c4cc5c(cc(C)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCC)CCCCCCCCCC)cc2s1,
PIIDFBT,1.61,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc(F)c(-c5sc(C)cc5F)s4)ccc32)c2ccc(C)cc21,
PDPPTNT,1.5,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc5cc(C)ccc5c4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PBDT-Tz-DPP (P2),1.4,CCCCCCCCCCc1cnc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ncc(CCCCCCCCCC)s3)c3cc(C)sc23)s1,
P(BDP-DTPz),1.8,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c(OCC(CC)CCCC)c5cc(C)sc5c4s3)s2)c2nc3c4ccccc4c4ccccc4c3nc2c1-c1ccc(C)s1,
PBDT-T1,1.81,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)cc3)c3cc(C)sc23)cc1,
PBDTTPD-HT,1.86,CCCCCCCCN1C(=O)c2c(-c3cc(CCCCCC)c(C)s3)sc(-c3cc(CCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,
PBDFFBT,1.6,CCCCCCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6oc(C)cc6c(OCC(CC)CCCC)c5o4)s3)c3nsnc23)sc1C,
PTTABDT,1.77,CCCCCCCCCCC(CCCCCCCC)COn1c(=O)c2c3sc(C)cc3sc2c2sc3cc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)sc3c2c1=O,
PBDTBT (P1),1.69,CCCCCCc1cc(CCCCCC)c(-c2sc(-c3c4cc(-c5ccc(C)c6nsnc56)sc4c(-c4cc(CCCCCC)c(-c5sc(CCCCCC)cc5CCCCCC)s4)c4cc(C)sc34)cc2CCCCCC)s1,
PBDT-ffBT (P1),1.71,CCCCCCc1cc(CCCCCC)c(-c2sc(-c3c4cc(-c5c(F)c(F)c(C)c6nsnc56)sc4c(-c4cc(CCCCCC)c(-c5sc(CCCCCC)cc5CCCCCC)s4)c4cc(C)sc34)cc2CCCCCC)s1,
PTSSO-BDT,1.59,CCCCC(CC)COc1c2cc(-c3sc(C4=C5C(=C(c6cc(CCC(C)CCCC(C)C)c(C)s6)S4(=O)=O)c4cccc6cccc5c46)cc3CCC(C)CCCC(C)C)sc2c(OCC(CC)CCCC)c2cc(C)sc12,
PBDTFBT,1.64,CCCCCCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c3nsnc23)sc1C,
PBDT?DTBSe,1.55,CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5n[se]nc45)s3)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,
PBDT-TPD (P7),1.88,CCCCCCCCc1cc(C)sc1-c1sc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2CCCCCCCC)c2c1C(=O)N(CCCCCCCC)C2=O,
PBDTBO-CIBTDD,1.7,CCCCCCCCCCCCc1cc(-c2c(Cl)cc(-c3ccc(-c4cc5c(-c6ccc(CC(CCCC)CCCCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CCCC)CCCCCC)s6)c5s4)s3)c3nsnc23)sc1C,
PBDTT-DTTPD,1.88,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,
PBDT-TPD (P9),1.86,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c3c2C(=O)N(CCCCCCCC)C3=O)sc1C,
PC1,1.9,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)c1cc2c(cc1n3CC(CC)CCCC)-c1ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC,
PBDT?DTBT,1.72,CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,
BTT-DTFFBT,1.71,CCCCCCCCCCCCC(CCCCCCCCCCC)c1cc2c3cc(C)sc3c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c2s1,
syn-PBDFID,1.73,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5cc6cc(C)oc6cc5o4)ccc32)c2ccc(C)cc21,
PBTPyDPP,1.71,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)cn3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(C)s2)cn1,
PBPD-Th,1.9,CCCCC(CC)COc1cccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cccc(OCC(CC)CCCC)c3)c3cc(C)sc23)c1,
PBDTDTQx-O,1.74,CCCCC(CC)COc1cccc(-c2nc3c(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc(-c4ccc(C)s4)c3nc2-c2cccc(OC[C@H](CC)CCCC)c2)c1,
PDVF-8,1.56,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc(C)s5)s4)o3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)o1,
DP4,1.54,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc(CC(CC)CCCC)c(C#CC#Cc5sc(C)cc5CC(CC)CCCC)s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1,
PBT-OP,1.7,CCCCCCCCC(CCCCCC)CCOC(=O)c1sc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6cccc(OCC(CC)CCCC)c6)c6sc(C)cc6c(-c6cccc(OCC(CC)CCCC)c6)c5s4)s3)c2c1F,
P4,1.67,CCCCCCCCCCC(CCCCCCCC)CCOc1c(OCCC(CCCCCCCC)CCCCCCCCCC)c(-c2ccc(-c3c(F)c(F)c(-c4ccc(C)s4)c4nsnc34)s2)c2nsnc2c1C,
P(BDT-DTQx),1.68,CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,
anti-PBDFID,1.64,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5cc6oc(C)cc6cc5o4)ccc32)c2ccc(C)cc21,
P1,1.7,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(-c3ccc(C)s3)nnc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c2C1=O,
PBPD-Se,1.77,CCCCC(CC)COc1cccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)[se]6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)[se]4)sc3c(-c3cccc(OCC(CC)CCCC)c3)c3cc(C)sc23)c1,
PMOT5,1.83,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(OC)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1OC,
BTzDTFBT,1.65,CCCCCCCCCCCCCCOc1c(OCCCCCCCCCCCCCC)c(-c2ccc(-c3cc(F)c(-c4ccc(C)s4)c4nsnc34)s2)c2nn(CCCCCCCCCCCCCC)nc2c1C,
P1,1.84,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3ccc(-c4ccc(C)s4)s3)sc(-c3ccc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)s3)c2C1=O,
BTzDT2FBT,1.66,CCCCCCCCCCCCCCOc1c(OCCCCCCCCCCCCCC)c(-c2ccc(-c3c(F)c(F)c(-c4ccc(C)s4)c4nsnc34)s2)c2nn(CCCCCCCCCCCCCC)nc2c1C,
P1,1.72,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc(-c2cc(C(=O)OCC(CCCCCCCC)CCCCCCCCCC)c(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)s2)sc1C,
BTzDTBT,1.65,CCCCCCCCCCCCCCOc1c(OCCCCCCCCCCCCCC)c(-c2ccc(-c3ccc(-c4ccc(C)s4)c4nsnc34)s2)c2nn(CCCCCCCCCCCCCC)nc2c1C,
P2,1.77,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc(-c2cc(C(=O)OCC(CCCCCCCC)CCCCCCCCCC)c(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nsnc45)s3)s2)sc1C,
PDTfBO-DT,1.86,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc3c4nonc4c4cc(-c5cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c6ccc(-c7ccc(C)s7)s6)s5)sc4c3s2)sc1C,
PFDTPBT,2.15,CCCCCCCCCCCCn1c2cc(C)sc2c2c3nsnc3c3c4sc(-c5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5cc(C)ccc5-6)cc4n(CCCCCCCCCCCC)c3c21,
PNTz4T-2OD,1.53,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(C[C@@H](CCCCCCCC)CCCCCCCCCC)c(C)s4)c4nsnc43)c3nsnc23)sc1-c1ccc(-c2ccc(C)s2)s1,
F2-PDPP2TBP,1.7,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)cc5F)c(F)c4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
F1-PDPP2TBP,1.59,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)c(F)c5)cc4F)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PBnDT-DTPyT,1.51,CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4cnc(-c5cc(C[C@H](CC)CCCC)c(C)s5)c5nsnc45)cc3C[C@@H](CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,
PN1,1.64,CCCCC(CC)COc1cccc(-c2c3cc(-c4sc(-c5cc6c(cc(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3cccc(OCC(CC)CCCC)c3)c3cc(C)sc23)c1,
PDPP2TBP,1.63,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
POBDT(S)-T1,1.81,CCCCC(CC)CSc1sc(-c2c3cc(C)sc3c(-c3cc(OC)c(SC[C@@H](CC)CCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)cc1OC,
PDTBDT-BZF2,1.75,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5c(F)c(F)c(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,
PBT-S,1.66,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c2s1,
PDTBDT-BZF,1.71,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5c(F)cc(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,
PBnDT-DTBT,1.7,CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,
"P5,10-BNDTDTFBT",1.74,CCCCCCCCCCC(CCCCCCCC)Cc1cc2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nsnc56)s4)sc3c(CC(CCCCCCCC)CCCCCCCCCC)cc2c2cc(C)sc12,
DTfBT,1.67,CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4c(F)cc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,
"P4,9-BNDTDTFBT",1.76,CCCCCCCCCCC(CCCCCCCC)Cc1cc2sc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nsnc45)s3)cc2c2c(CC(CCCCCCCC)CCCCCCCCCC)cc3sc(C)cc3c12,
PBDTT-fDTBO,1.91,CCCCCCCCCCc1cc(-c2c3cc(-c4cc5c6nonc6c6cc(C)sc6c5s4)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCCCC,
PBnDT-DTffBT,1.7,CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,
PBDT-DTQx,1.38,CCCCCCCCCCCCOc1c2cc(-c3ccc(-c4c5nsnc5c(-c5ccc(C)s5)c5nc(C[C@H](CC)CCCC)c(CC(CC)CCCC)nc45)s3)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12,
PDTBDT-BZ,1.65,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5ccc(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,
DTffBT,1.73,CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(C[C@H](CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CC[C@@H](CCCC)CCCCCC)c2cc(C)sc12,
PBDTOT-DPP,1.33,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3sc(CC(CC)CCCC)c(OC)c3OC)c3cc(C)sc23)c(OC)c1OC,
PBDTTFTQ-DO,1.72,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1,
PCDTPBT,2.13,CCCCCCCCCCCCn1c2cc(C)sc2c2c3nsnc3c3c4sc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)cc4n(CCCCCCCCCCCC)c3c21,
PBDT-DFQX-TT,1.72,CCCCC(CC)Cc1ccc(-c2nc3c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(C[C@@H](CC)CCCC)s7)c6s5)s4)c(F)c(F)c(-c4ccc(C)s4)c3nc2-c2ccc(C[C@@H](CC)CCCC)s2)s1,
PCDTTPD-ic,2.21,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4ccc5c6ccc(C)cc6n(C(CCCCCCCC)CCCCCCCC)c5c4)s3)c3c2C(=O)N(CCCCCCCC)C3=O)sc1C,
PBDT_TEH-TBTT_EHi (P1),1.54,CCCCCCc1cc2c(C)sc(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5cc(CCCCCC)sc45)c4c3C(=O)N(CC(CC)CCCC)C4=O)c2s1,
PBDTTID,1.53,CCCCCCCCC(CCCCCC)COc1c2cc(C)sc2c(OC[C@H](CCCCCC)CCCCCCCC)c2cc(-c3ccc(-c4sc(-c5ccc(C)s5)c5cc6c(cc45)C(=O)N(CC(CC)CCCC)C6=O)s3)sc12,
PffBT-2TPF4,1.77,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c(F)c5F)s4)s3)c3nsnc23)sc1C,
P3,1.89,CCCCCCc1c(C)sc2cc(-c3sc(-c4cc5sc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)c(CCCCCC)c5s4)c4c3C(=O)N(CC(CCCC)CCCCCC)C4=O)sc12,
PBT-2TPF4,1.75,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c(F)c5F)s4)s3)c3nsnc23)sc1C,
PBDT_TEH-TBTT_HDo (P2),1.46,CCCCCCc1cc2c(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5sc(CCCCCC)cc45)c4c3C(=O)N(CC(CC)CCCC)C4=O)sc(C)c2s1,
PCBTDPP,1.58,CCCCCCCCCCC(CCCCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCC)s3)cc21,
PBDT-DFQX-TTSC8,1.72,CCCCCCCCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7ccc(CC(CC)CCCC)s7)c(-c7ccc(CC(CC)CCCC)s7)nc56)s4)sc3c(-c3ccc(SCCCCCCCC)s3)c3cc(C)sc23)s1,
PIDT-phanQ,1.67,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C)c5nc6c7ccccc7c7ccccc7c6nc35)sc2-4)cc1,
PBDT-TTQ,1.62,CCCCCCCCOc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nc(-c6ccc(-c7cc(CCCCCCCC)cs7)s6)c(-c6ccc(-c7cc(CCCCCCCC)cs7)s6)nc45)s3)sc2c(OCCCCCCCC)c2cc(C)sc12,
P3,1.78,CCCCCCCCCCCCOc1c(-c2sc(-c3cc4c(-c5ccc(SCC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)s5)c4s3)c(C#N)c2OCCCCCCCCCCCC)sc(C)c1C#N,
PBDT-DFQX-TTSEH,1.73,CCCCC(CC)CSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7ccc(CC(CC)CCCC)s7)c(-c7ccc(CC(CC)CCCC)s7)nc56)s4)sc3c(-c3ccc(SCC(CC)CCCC)s3)c3cc(C)sc23)s1,
C3-DPPTTSe,1.37,CCCCCCCCCCC(CCCCCCCC)CCCN1C(=O)C2=C(c3cc4sc(-c5ccc(C)[se]5)cc4s3)N(CCCC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1,
PzNDTDTBT,1.76,CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4cc(OCC(CC)CCCC)c5c6sc(C)cc6cc(OCC(CC)CCCC)c5c4s3)s2)c2nsnc2c1-c1ccc(C)s1,
PBT-SO2-H,1.64,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c5s4)s3)c2s1,
C3-DPPTTTe,1.32,CCCCCCCCCCC(CCCCCCCC)CCCN1C(=O)C2=C(c3cc4sc(-c5ccc(C)[te]5)cc4s3)N(CCCC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1,
PC2,2.01,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)c1cc2c(cc1n3CC)-c1ccc(-c3ccc(-c4c(OCCCC)c(OCCCC)c(-c5ccc(C)s5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC,
PSB-FTT,1.97,CCCCCCCCC(CCCCCC)CSc1ccc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3ccc(SCC(CCCCCC)CCCCCCCC)cc3)c3cc(C)sc23)cc1,
PzNDTDTBO,1.76,CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4cc(OCC(CC)CCCC)c5c6sc(C)cc6cc(OCC(CC)CCCC)c5c4s3)s2)c2nonc2c1-c1ccc(C)s1,
C3-DPPTTT,1.39,CCCCCCCCCCC(CCCCCCCC)CCCN1C(=O)C2=C(c3cc4sc(-c5ccc(C)s5)cc4s3)N(CCCC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1,
PtFBTPBDT,1.45,CCCCCCCCCCCCCCCCCCCCOc1c2cc(-c3cc4c(s3)/C(=C3\c5ccc(F)cc5-c5cc(C)sc53)c3ccc(F)cc3-4)sc2c(OCCCCCCCCCCCCCCCCCCCC)c2cc(C)sc12,
