idx,Nickname,HOMO(eV),LUMO(eV),bandgap(eV),Ref.No,smiles_monomer,smiles_oligomer
348,PTF2,-4.88,-3.32,1.56,S299,CCCCCCCCc1ccc(-c2c3cc(-c4ccc(C)c5nc(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)c(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)nc45)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(C)c3nc(-c4ccc(\C=N\c5c(F)cccc5F)[nH]4)c(nc23)-c2ccc(\C=N\c3c(F)cccc3F)[nH]2)c2nc(-c3ccc(\C=N\c4c(F)cccc4F)[nH]3)c(nc12)-c1ccc(\C=N\c2c(F)cccc2F)[nH]1
349,P1,-5.64,-3.96,1.68,S482,CCCCCCCCC(CCCCCC)COc1c(OCC(CCCCCC)CCCCCCCC)c(-c2ccc(-c3c(F)c(F)c(-c4ccc(C)s4)c4nsnc34)s2)c2nsnc2c1C,COc1c(C)c2nsnc2c(-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3c(OC)c(OC)c(-c4ccc(s4)-c4c(F)c(F)c(-c5ccc(C)s5)c5nsnc45)c4nsnc34)c3nsnc23)c1OC
350,PBTOxTT,-4.91,-3.11,1.8,S153,CCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4sc(-c5cc(CCCCCCCC)c(C)s5)cc4CCCCCCCC)cc3OCCCCCCCC)nc2s1,COc1cc(C)sc1-c1nc2sc(nc2s1)-c1sc(cc1OC)-c1sc(cc1C)-c1cc(C)c(s1)-c1cc(OC)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1OC)-c1sc(cc1C)-c1cc(C)c(C)s1
351,PSOxTT,-5,-3.27,1.73,S137,CCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CCCCCCCC)CCCCCCCC)cc3OCCCCCCCC)nc2s1,COc1cc(C)sc1-c1nc2sc(nc2s1)-c1sc(cc1OC)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc(OC)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1OC)-c1cc2c(s1)-c1sc(C)cc1[Si]2(C)C
352,P1,-4.85,-3.35,1.5,S35,CCCCCCCCCCCCOc1cc(-c2cc(OCCCCCCCCCCCC)c(-c3sc(C)c4c3C(=O)N(CCCCCCCCCCCC)C4=O)s2)sc1C,COc1cc(sc1C)-c1cc(OC)c(s1)-c1sc(-c2sc(cc2OC)-c2cc(OC)c(s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
353,P2,-5.07,-3.55,1.52,S278,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)sc3c(-c3ccc(CCCCCCCCCCCC)o3)c3cc(C)sc23)o1,CC(=O)c1sc2c(C)sc(-c3cc4c(-c5ccco5)c5sc(cc5c(-c5ccco5)c4s3)-c3sc(-c4cc5c(-c6ccco6)c6sc(C)cc6c(-c6ccco6)c5s4)c4c(F)c(sc34)C(C)=O)c2c1F
354,P1,-5.15,-3.59,1.56,S278,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,CC(=O)c1sc2c(C)sc(-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4c(F)c(sc34)C(C)=O)c2c1F
355,PDPP[T]2-EDOT,-5.73,-4.6,1.13,S427,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(C)c5c4OCCO5)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1sc(-c2ccc(s2)C2=C3C(=O)N(C)C(=C3C(=O)N2C)c2ccc(s2)-c2sc(C)c3OCCOc23)c2OCCOc12
356,P3,-5.18,-3.67,1.51,S278,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)oc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)oc23)s1,CC(=O)c1sc2c(C)sc(-c3cc4c(-c5cccs5)c5oc(cc5c(-c5cccs5)c4o3)-c3sc(-c4cc5c(-c6cccs6)c6oc(C)cc6c(-c6cccs6)c5o4)c4c(F)c(sc34)C(C)=O)c2c1F
357,PffBT-T4-2HD,-5.21,-3.56,1.65,S264,CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,Cc1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2ccc(s2)-c2ccc(s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
358,PBDTNTDO-C1,-5.19,-3.38,1.81,S387,CCCCCCCCOc1cc2c(cc1OCCCCCCCC)C(=O)c1c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c1C2=O,COc1cc2C(=O)c3c(C)sc(-c4cc5c(OC)c6sc(cc6c(OC)c5s4)-c4sc(-c5cc6c(OC)c7sc(C)cc7c(OC)c6s5)c5c4C(=O)c4cc(OC)c(OC)cc4C5=O)c3C(=O)c2cc1OC
359,PQTNBT,-5.38,-3.77,1.61,S364,CCCCCCCCC(CCCCCC)Cc1cc2c3cc(CC(CCCCCC)CCCCCCCC)sc3c3c4cc(-c5ccc(C)c6nsnc56)sc4c4sc(C)cc4c3c2s1,Cc1cc2c3cc(C)sc3c3c4cc(sc4c4sc(C)cc4c3c2s1)-c1ccc(-c2cc3c(s2)c2sc(cc2c2c4sc(C)cc4c4cc(C)sc4c32)-c2ccc(C)c3nsnc23)c2nsnc12
360,P4,-5.12,-3.62,1.5,S278,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5sc(C(=O)C(CC)CCCC)c(F)c45)oc3c(-c3ccc(CCCCCCCCCCCC)o3)c3cc(C)oc23)o1,CC(=O)c1sc2c(C)sc(-c3cc4c(-c5ccco5)c5oc(cc5c(-c5ccco5)c4o3)-c3sc(-c4cc5c(-c6ccco6)c6oc(C)cc6c(-c6ccco6)c5o4)c4c(F)c(sc34)C(C)=O)c2c1F
361,P2,-5.05,-3.55,1.5,S35,CCCCCCCCCCCCOc1cc(-c2cc(OCCCCCCCCCCCC)c(-c3sc(C)c4c3C(=O)N(CC(CCCC)CCCCCC)C4=O)s2)sc1C,COc1cc(sc1C)-c1cc(OC)c(s1)-c1sc(-c2sc(cc2OC)-c2cc(OC)c(s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12
362,PDIDTBT,-5.51,-3.42,2.09,S320,CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2sc3c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)c4nsnc24)ccc1-3,Cc1ccc2-c3sc4-c5ccc(cc5C(C)(C)c4c3C(C)(C)c2c1)-c1ccc(-c2ccc3-c4sc5-c6ccc(cc6C(C)(C)c5c4C(C)(C)c3c2)-c2ccc(C)c3nsnc23)c2nsnc12
363,PCPTDO,-5.5,-3.8,1.7,S16,C/C=C/c1ccc2c3ccc(/C=C/c4ccc(-c5ccc(C6=C(CCCCCC)C(CCCCCC)=C(c7ccc(-c8ccc(C)s8)s7)S6(=O)=O)s5)s4)cc3n(-c3ccc(OCCCCCCCC)cc3)c2c1,COc1ccc(cc1)-n1c2cc(\C=C\C)ccc2c2ccc(\C=C\c3ccc(s3)-c3ccc(s3)C3=C(C)C(C)=C(c4ccc(s4)-c4ccc(C)s4)S3(=O)=O)cc12
364,IP1,-4.9,-3.8,1.1,S98,CCCCC(CC)COc1c2cc(-c3cc4c(s3)/C(=C3\C(=O)N(CC(CC)CCCC)c5cc(C)sc53)C(=O)N4CC(CC)CCCC)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1cc2N(C)C(=O)\C(=C3\C(=O)N(C)c4cc(sc34)-c3cc4c(OC)c5sc(cc5c(OC)c4s3)-c3cc4N(C)C(=O)\C(=C5\C(=O)N(C)c6cc(C)sc56)c4s3)c2s1
365,P2,-5.61,-3.87,1.74,S272,CCCCCCCCCCCCCCCCc1ccc(C#Cc2c3cc(C)sc3c(C#Cc3ccc(CCCCCCCCCCCCCCCC)cc3)c3cc(C)sc23)cc1,Cc1cc2c(C#Cc3ccccc3)c3sc(cc3c(C#Cc3ccccc3)c2s1)-c1cc2c(C#Cc3ccccc3)c3sc(cc3c(C#Cc3ccccc3)c2s1)-c1cc2c(C#Cc3ccccc3)c3sc(C)cc3c(C#Cc3ccccc3)c2s1
366,PBDT-Tz-TT (P3),-5.09,-3.7,1.39,S192,CCCCCCCCCCCCOC(=O)c1cc2c(C)sc(-c3cc4c(-c5ncc(CCCCCCCCCC)s5)c5sc(C)cc5c(-c5ncc(CCCCCCCCCC)s5)c4s3)c2s1,COC(=O)c1cc2c(C)sc(-c3cc4c(-c5nccs5)c5sc(cc5c(-c5nccs5)c4s3)-c3sc(-c4cc5c(-c6nccs6)c6sc(C)cc6c(-c6nccs6)c5s4)c4sc(cc34)C(=O)OC)c2s1
367,PT-Tz-DTBT,-5.58,-3.67,1.91,S389,CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4nc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1nc(\C=C\c2ccc(s2)-c2ccc(-c3cccs3)c3nsnc23)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1nc(\C=C\c2ccc(s2)-c2ccc(-c3cccs3)c3nsnc23)c(C)s1
368,PCTDPP,-4.95,-3.64,1.31,S30,CCCCCCCCC1(CCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)cc21,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(s1)-c1sc(cc1C2(C)C)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(s1)-c1sc(C)cc1C2(C)C
369,PBDT-T12-TPD,-5.56,-3.74,1.82,S51,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,CN1C(=O)c2c(C)sc(-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3sc(-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O
370,PBDPTBT,-5.11,-3.59,1.52,S323,CCCCCCCCC(CCCCCCCC)n1c2cc3c4sc(-c5ccc(C)c6nsnc56)cc4n(C(CCCCCCCC)CCCCCCCC)c3cc2c2sc(C)cc21,Cc1cc2n(C)c3cc4c(cc3c2s1)n(C)c1cc(sc41)-c1ccc(-c2cc3n(C)c4cc5c(cc4c3s2)n(C)c2cc(sc52)-c2ccc(C)c3nsnc23)c2nsnc12
371,PT-Tz-DTffBT,-5.59,-3.67,1.92,S389,CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(/C=C/c4nc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1nc(\C=C\c2ccc(s2)-c2c(F)c(F)c(-c3cccs3)c3nsnc23)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1nc(\C=C\c2ccc(s2)-c2c(F)c(F)c(-c3cccs3)c3nsnc23)c(C)s1
372,PDPP-DTS,-5.04,-3.75,1.29,S28,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(s1)-c1sc(C)cc1[Si]2(C)C
373,PBDTBT,-5.34,-3.56,1.78,S363,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(-c4ccc(C)c5nsnc45)sc3c3sc(C)cc23)s1,Cc1cc2c(-c3cccs3)c(-c3cccs3)c3cc(sc3c2s1)-c1ccc(-c2cc3c(-c4cccs4)c(-c4cccs4)c4cc(sc4c3s2)-c2ccc(C)c3nsnc23)c2nsnc12
374,PBDTTT-R,-5.06,-3.39,1.67,S415,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(C)c4c(F)c(C(=O)OCC(CC)CCCC)sc34)sc2c(-c2ccc(OCC(CC)CCCC)cc2)c2cc(C)sc12,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(OC)c3sc(cc3c(-c3ccc(OC)cc3)c2s1)-c1sc(-c2cc3c(OC)c4sc(C)cc4c(-c4ccc(OC)cc4)c3s2)c2sc(C(=O)OC)c(F)c12
375,PTG1,-5.56,-3.53,2.03,S205,CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4cc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc(\C=C\c2ccc(s2)-c2ccc(-c3cccs3)c3nsnc23)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc(\C=C\c2ccc(s2)-c2ccc(-c3cccs3)c3nsnc23)c(C)s1
376,r-PTTDPP50,-5.16,-3.69,1.47,S467,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(C)cc5/C=C/c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)s4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccc(C)s2)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(s1)-c1ccc(C)s1)c1ccc(s1)-c1ccc(s1)-c1sc(cc1C=C)-c1ccc(s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc(s1)-c1sc(C)cc1C=C
377,PDPP-BDP,-5.21,-3.87,1.34,S28,CCCCCC(CC)c1c(C(CC)CCCCC)c2cc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)sc2c2sc(C)cc12,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2c(C)c(C)c3cc(sc3c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(C)c(C)c3cc(C)sc3c2s1
378,PSB-TPTI (P4),-5.34,-3.48,1.86,S175,CCCCC(CC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CC)CCCC)c1cc(-c2cc4c(s2)-c2sc(C)cc2[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc31,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc2n(C)c(=O)c3cc4c5sc(cc5n(C)c(=O)c4cc3c2s1)-c1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1cc2n(C)c(=O)c3cc4c5sc(C)cc5n(C)c(=O)c4cc3c2s1
379,PBDTDTBT,-5.24,-3.52,1.72,S44,CCCCC(CC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
380,IP3,-5.4,-3.8,1.6,S98,CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2ccc(-c3cc4c(s3)/C(=C3\C(=O)N(CC(CC)CCCC)c5cc(C)sc53)C(=O)N4CC(CC)CCCC)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(sc23)-c2ccc3-c4ccc(cc4C(C)(C)c3c2)-c2cc3N(C)C(=O)\C(=C4\C(=O)N(C)c5cc(sc45)-c4ccc5-c6ccc(C)cc6C(C)(C)c5c4)c3s2)c2sc(C)cc12
381,PBDFDTBT,-5.1,-3.5,1.6,S56,CCCCC(CC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)oc2c(OCC(CC)CCCC)c2cc(C)oc12,COc1c2cc(oc2c(OC)c2cc(C)oc12)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(OC)c4oc(cc4c(OC)c3o2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
382,PBEHTT,-5.42,-3.2,2.22,S153,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4ccc5c(c4)[Si](CC(CC)CCCC)(CC(CC)CCCC)c4cc(C)ccc4-5)cc3C[C@H](CC)CCCC)nc2s1,Cc1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1ccc2-c3ccc(cc3[Si](C)(C)c2c1)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1ccc2-c3ccc(C)cc3[Si](C)(C)c2c1
383,PBDTF-BT,-5.24,-3.54,1.7,S58,CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCCCCC)o3)c3cc(C)sc23)o1,Cc1cc2c(-c3ccco3)c3sc(cc3c(-c3ccco3)c2s1)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4ccco4)c4sc(cc4c(-c4ccco4)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
384,PCVTTTT,-5.4,-3.4,2,S16,C/C=C/c1ccc2c3ccc(/C=C/c4sc(-c5ccc(-c6ccc(-c7cc(CCCCCCCC)c(C)s7)s6)s5)cc4CCCCCCCC)cc3n(-c3ccc(OCCCCCCCC)cc3)c2c1,COc1ccc(cc1)-n1c2cc(\C=C\C)ccc2c2ccc(\C=C\c3sc(cc3C)-c3ccc(s3)-c3ccc(s3)-c3cc(C)c(\C=C\c4ccc5c(c4)n(-c4ccc(OC)cc4)c4cc(\C=C\c6sc(cc6C)-c6ccc(s6)-c6ccc(s6)-c6cc(C)c(C)s6)ccc54)s3)cc12
385,PDTP-DTDPP,-5.02,-3.89,1.13,S26,CCCCC(CC)CC(C[C@H](CC)CCCC)n1c2cc(C)sc2c2sc(-c3ccc(C4=C5C(=O)N(C[C@H](CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4C[C@H](CC)CCCC)s3)cc21,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1cc2n(C)c3cc(sc3c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2n(C)c3cc(C)sc3c2s1
386,PVB1,-5.51,-3.52,1.99,S461,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3c4cc(CCCCCCCC)sc4c(-c4ccc(C)s4)c4cc(CCCCCCCC)sc34)s2)c2nsnc2c1C,COc1c(C)c2nsnc2c(-c2ccc(s2)-c2c3cc(C)sc3c(-c3ccc(s3)-c3c(OC)c(OC)c(-c4ccc(s4)-c4c5cc(C)sc5c(-c5ccc(C)s5)c5cc(C)sc45)c4nsnc34)c3cc(C)sc23)c1OC
387,PBDFF-BT,-5.11,-3.5,1.61,S58,CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)oc3c(-c3ccc(CCCCCC)o3)c3cc(C)oc23)o1,Cc1cc2c(-c3ccco3)c3oc(cc3c(-c3ccco3)c2o1)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4ccco4)c4oc(cc4c(-c4ccco4)c3o2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
388,PBDFT-BT,-5.08,-3.4,1.68,S58,CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)oc3c(-c3ccc(CCCCCC)s3)c3cc(C)oc23)s1,Cc1cc2c(-c3cccs3)c3oc(cc3c(-c3cccs3)c2o1)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4oc(cc4c(-c4cccs4)c3o2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
389,PBT-TVT,-5.29,-3.76,1.53,S194,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(/C=C/c6ccc(SC[C@@H](CC)CCCC)s6)s5)c5sc(C)cc5c(-c5ccc(/C=C/c6ccc(SCC(CC)CCCC)s6)s5)c4s3)sc(C)c2c1F,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(-c2cc3c(-c4cccs4)c4sc(C)cc4c(-c4cccs4)c3s2)c2sc(C(=O)OC)c(F)c12
390,PBDTT-BT,-5.26,-3.59,1.67,S58,CCCCCCc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12
391,PA,-5.76,-3.94,1.82,S473,CCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCC)c2nsnc12,Cc1cc(C)c(s1)-c1ccc(-c2sc(cc2C)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2cc(C)c(s2)-c2ccc(-c3sc(cc3C)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nsnc23)c2nsnc12
392,PBDTTT-S-T,-5.29,-3.68,1.61,S42,CCCCCCCCC(CCCCCC)CS(=O)(=O)c1cc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(C)c3cc(sc23)S(C)(=O)=O)c2cc(sc12)S(C)(=O)=O
393,PDPP[Py]2-EDOT,-6.07,-4.48,1.59,S427,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(C)c5c4OCCO5)cn3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)cn1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)cn1)c1ccc(cn1)-c1sc(c2OCCOc12)-c1ccc(nc1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(cn1)-c1sc(C)c2OCCOc12
394,PBDD-ff4T,-5.42,-3.68,1.74,S407,CCCCC(CC)Cc1cc(-c2sc(-c3cc(CC(CC)CCCC)c(-c4cc(F)c(C)s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)sc1-c1cc(F)c(C)s1,Cc1cc(sc1-c1cc(F)c(C)s1)-c1sc(-c2cc(C)c(s2)-c2cc(F)c(s2)-c2sc(cc2F)-c2sc(cc2C)-c2sc(-c3cc(C)c(s3)-c3cc(F)c(C)s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O
395,PBdT-DPP,-5.01,-3.6,1.41,S390,CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)cc2c2cc(C)sc12,COc1c(OC)c2sc(cc2c2cc(C)sc12)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(s1)c(OC)c(OC)c1sc(cc21)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(C)s1
396,PBDD4T-2F,-5.39,-3.61,1.78,S452,CCCCC(CC)Cc1cc(-c2sc(-c3cc(CC(CC)CCCC)c(-c4cc(F)c(-c5sc(C)cc5F)s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)sc1C,Cc1cc(F)c(s1)-c1sc(cc1F)-c1sc(cc1C)-c1sc(-c2cc(C)c(s2)-c2cc(F)c(s2)-c2sc(cc2F)-c2sc(cc2C)-c2sc(-c3cc(C)c(C)s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O
397,PBDT-DPP,-5.05,-3.49,1.56,S259,CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(C)s1
