idx,HOMO-B3LYP(eV),LUMO-B3LYP(eV),HOMO-LUMO-B3LYP(eV),HOMO-wB97XD(eV),LUMO-wB97XD(eV),HOMO-LUMO-wB97XD(eV),HOMO-camB3LYP(eV),LUMO-camB3LYP(eV),HOMO-LUMO-camB3LYP(eV),HOMO-PBE(eV),LUMO-PBE(eV),HOMO-LUMO-PBE(eV),S1-state-B3LYP(eV)
747,-4.83927,-2.02643,2.81284,-6.59141,-0.54967,6.04174,-6.0129,-1.05417,4.95873,-4.30021,-2.4961,1.80411,2.4717
748,-4.59138,-2.32059,2.27079,-6.2725,-0.889812,5.38268,-5.70106,-1.39349,4.30756,-4.05749,-2.72631,1.33118,2.0114
749,-4.75383,-2.76223,1.9916,-6.454,-1.33036,5.12363,-5.88201,-1.83514,4.04688,-4.26538,-3.19026,1.07512,1.6975
750,-4.66512,-3.05638,1.60874,-6.29971,-1.70098,4.59872,-5.73398,-2.18943,3.54455,-4.19953,-3.41857,0.780967,1.3801
751,-4.86539,-2.55406,2.31133,-6.57536,-1.14288,5.43248,-6.00501,-1.63949,4.36552,-4.31464,-2.95407,1.36057,2.0323
752,-4.67219,-2.84713,1.82507,-6.35141,-1.48084,4.87056,-5.77698,-1.97283,3.80415,-4.17069,-3.20958,0.961106,1.6604
753,-4.76444,-2.72576,2.03868,-6.47413,-1.30968,5.16445,-5.8929,-1.80928,4.08361,-4.22647,-3.12768,1.0988,1.855
754,-4.78621,-2.37719,2.40902,-6.51821,-0.853621,5.66459,-5.94188,-1.38588,4.556,-4.25967,-2.83842,1.42125,2.085
755,-5.1786,-2.63433,2.54426,-6.91223,-1.19023,5.72201,-6.33726,-1.68765,4.64961,-4.60879,-3.06808,1.54071,2.2379
756,-4.87383,-2.5146,2.35923,-6.59468,-1.07567,5.51901,-6.02079,-1.57636,4.44443,-4.36117,-2.94808,1.41309,2.0328
757,-4.85016,-2.81447,2.03568,-6.56175,-1.38424,5.17751,-5.98922,-1.89364,4.09558,-4.32797,-3.20795,1.12002,1.736
758,-4.87301,-2.50726,2.36576,-6.61971,-1.00873,5.61099,-6.04011,-1.52982,4.51029,-4.22457,-2.97067,1.2539,2.0506
759,-4.84689,-2.79733,2.04956,-6.57862,-1.34234,5.23629,-6.00637,-1.84058,4.16579,-4.32226,-3.22183,1.10043,1.7763
760,-5.02676,-2.41746,2.6093,-6.77781,-0.939609,5.8382,-6.20392,-1.45227,4.75165,-4.4692,-2.84767,1.62153,2.303
761,-4.90186,-2.38644,2.51542,-6.64747,-0.907772,5.7397,-6.07467,-1.42343,4.65124,-4.35736,-2.83298,1.52438,2.1649
762,-4.8409,-2.46753,2.37338,-6.58815,-0.958929,5.62922,-6.01099,-1.48465,4.52634,-4.30375,-2.92985,1.3739,2.0572
763,-5.51411,-3.54211,1.97201,-7.19986,-2.22943,4.97043,-6.63141,-2.701,3.93041,-4.98322,-3.8915,1.09172,1.7619
764,-4.89016,-2.5195,2.37066,-6.58788,-1.04383,5.54405,-6.01671,-1.5486,4.46811,-4.38756,-2.9821,1.40547,2.0344
765,-4.89369,-2.52195,2.37174,-6.59305,-1.04845,5.54459,-6.02161,-1.55323,4.46838,-4.3892,-2.98346,1.40574,2.0324
766,-4.79165,-2.24603,2.54562,-6.56692,-0.695795,5.87113,-5.98269,-1.20546,4.77723,-4.2028,-2.8142,1.3886,2.211
767,-4.57151,-2.66644,1.90507,-6.23903,-1.27785,4.96118,-5.67221,-1.76928,3.90293,-4.06565,-3.04631,1.01934,1.7264
768,-4.69913,-2.7576,1.94153,-6.3876,-1.37934,5.00825,-5.81235,-1.87269,3.93966,-4.18402,-3.14264,1.04138,1.73
769,-4.83437,-2.09119,2.74318,-6.58352,-0.637563,5.94596,-6.00474,-1.13608,4.86866,-4.30375,-2.54943,1.75432,2.4102
770,-4.88961,-2.5195,2.37011,-6.58733,-1.04464,5.54269,-6.01589,-1.54942,4.46648,-4.38675,-2.98182,1.40492,2.0341
771,-4.95955,-3.09856,1.86099,-6.65999,-1.7301,4.92989,-6.09045,-2.2278,3.86266,-4.42022,-3.4436,0.976616,1.6539
772,-4.76009,-2.74862,2.01147,-6.46597,-1.30941,5.15656,-5.8948,-1.81962,4.07518,-4.2496,-3.16305,1.08655,1.7145
773,-4.93778,-2.75461,2.18317,-6.66488,-1.30723,5.35765,-6.08256,-1.81146,4.2711,-4.42158,-3.19707,1.22451,1.8657
774,-4.84553,-2.57311,2.27242,-6.57318,-1.10505,5.46813,-6.00065,-1.62234,4.37831,-4.31953,-3.01094,1.3086,1.9671
775,-4.79465,-2.3927,2.40195,-6.53236,-0.875118,5.65725,-5.95684,-1.40601,4.55083,-4.26647,-2.85665,1.40982,2.0779
776,-4.60253,-2.69093,1.9116,-6.29073,-1.27322,5.01751,-5.71983,-1.77854,3.9413,-4.1413,-3.11189,1.02941,1.6356
777,-4.86458,-2.90264,1.96194,-6.56774,-1.49037,5.07737,-6.00065,-1.99487,4.00579,-4.34511,-3.25366,1.09145,1.6992
778,-4.82757,-2.75025,2.07732,-6.53781,-1.30234,5.23547,-5.96501,-1.80983,4.15518,-4.316,-3.17856,1.13744,1.7756
779,-4.90376,-2.76794,2.13582,-6.61699,-1.32302,5.29397,-6.04582,-1.83214,4.21368,-4.37777,-3.18292,1.19485,1.8313
780,-4.679,-2.89094,1.78806,-6.36529,-1.53853,4.82675,-5.78786,-2.02725,3.76061,-4.18212,-3.24713,0.934983,1.6146
781,-4.23654,-1.9614,2.27514,-5.90786,-0.514567,5.3933,-5.34295,-1.01553,4.32743,-3.77449,-2.40794,1.36656,1.9724
782,-4.80499,-2.97094,1.83405,-6.49753,-1.54778,4.94975,-5.928,-2.05391,3.87408,-4.31872,-3.37285,0.945868,1.5409
783,-4.70839,-2.78971,1.91867,-6.40012,-1.38996,5.01016,-5.83058,-1.895,3.93558,-4.22375,-3.17149,1.05226,1.6392
784,-4.85941,-2.32086,2.53855,-6.6306,-0.757021,5.87358,-6.0461,-1.28982,4.75628,-4.26511,-2.80332,1.4618,2.1981
785,-4.9971,-2.84277,2.15432,-6.70951,-1.40275,5.30676,-6.13916,-1.90752,4.23164,-4.46212,-3.23543,1.22669,1.8642
786,-4.82022,-2.39596,2.42426,-6.5574,-0.833757,5.72364,-5.98052,-1.36247,4.61804,-4.31545,-2.904,1.41145,2.0655
787,-4.82022,-2.67597,2.14426,-6.53563,-1.20492,5.33071,-5.94977,-1.71486,4.23491,-4.31382,-3.13013,1.1837,1.8279
788,-4.9239,-2.75651,2.16739,-6.63332,-1.35758,5.27574,-6.06651,-1.8569,4.2096,-4.40579,-3.12958,1.27621,1.8933
789,-4.63355,-2.79406,1.83949,-6.31467,-1.39975,4.91492,-5.74704,-1.90452,3.84252,-4.15409,-3.1704,0.983691,1.5716
790,-4.66077,-2.79488,1.86588,-6.33563,-1.41581,4.91982,-5.76691,-1.91242,3.85449,-4.15191,-3.16115,0.990766,1.6538
791,-4.47192,-2.49773,1.97419,-6.15739,-1.10832,5.04907,-5.58731,-1.60629,3.98102,-3.94647,-2.87651,1.06995,1.7522
792,-4.67709,-2.3731,2.30399,-6.38433,-0.910493,5.47384,-5.81398,-1.41064,4.40335,-4.17912,-2.86536,1.31377,1.9716
793,-4.81288,-2.56739,2.24548,-6.5242,-1.1271,5.39711,-5.9514,-1.6237,4.3277,-4.30675,-3.02863,1.27812,1.9244
794,-4.76825,-2.5195,2.24875,-6.47794,-1.07104,5.4069,-5.9065,-1.57064,4.33586,-4.26185,-2.98536,1.27649,1.9272
795,-4.81342,-2.96223,1.85119,-6.49672,-1.60738,4.88934,-5.91848,-2.09092,3.82755,-4.30538,-3.33475,0.97063,1.6607
796,-5.41561,-3.53313,1.88248,-7.09346,-2.24249,4.85097,-6.52529,-2.70889,3.8164,-4.90676,-3.87381,1.03294,1.6859
797,-4.8039,-2.98291,1.82099,-6.48311,-1.62969,4.85342,-5.90433,-2.11215,3.79218,-4.30266,-3.35489,0.947772,1.6413
798,-4.64716,-2.85502,1.79214,-6.32719,-1.48166,4.84553,-5.75249,-1.97419,3.7783,-4.15164,-3.21856,0.933078,1.6103
799,-5.05723,-3.15516,1.90208,-6.76339,-1.79024,4.97315,-6.18868,-2.28494,3.90374,-4.50838,-3.50945,0.99893,1.7065
800,-4.69886,-2.38127,2.31759,-6.39032,-0.967365,5.42296,-5.81915,-1.45744,4.36171,-4.20552,-2.81692,1.3886,2.0134
801,-4.8575,-2.80413,2.05337,-6.574,-1.37254,5.20146,-6.00201,-1.88357,4.11844,-4.32443,-3.19298,1.13145,1.755
802,-4.84635,-2.79951,2.04684,-6.57917,-1.34234,5.23683,-6.00664,-1.84085,4.16579,-4.31981,-3.22564,1.09417,1.7723
803,-4.98431,-2.59814,2.38617,-6.68856,-1.15431,5.53425,-6.11766,-1.65472,4.46294,-4.46784,-3.02672,1.44111,2.0626
804,-4.72199,-2.84441,1.87759,-6.4091,-1.48057,4.92853,-5.83222,-1.96956,3.86266,-4.21014,-3.21448,0.995664,1.6982
805,-4.84744,-2.97475,1.87269,-6.54842,-1.59377,4.95465,-5.97644,-2.08684,3.88959,-4.35926,-3.36986,0.989406,1.591
806,-4.78784,-2.83597,1.95187,-6.48121,-1.45499,5.02621,-5.90569,-1.94861,3.95708,-4.26457,-3.21883,1.04573,1.7511
807,-4.89206,-2.54345,2.34861,-6.62788,-1.03675,5.59112,-6.04963,-1.5584,4.49124,-4.37886,-3.01584,1.36302,2.0467
808,-4.72199,-2.84441,1.87759,-6.4091,-1.48057,4.92853,-5.83222,-1.96956,3.86266,-4.21014,-3.21448,0.995664,1.6982
809,-4.71736,-2.78889,1.92847,-6.40474,-1.41554,4.98921,-5.82895,-1.90697,3.92198,-4.20171,-3.1674,1.0343,1.7328
810,-4.8107,-2.5244,2.2863,-6.52719,-1.0705,5.4567,-5.95521,-1.57091,4.3843,-4.29314,-2.98808,1.30506,1.9629
811,-5.079,-2.42236,2.65665,-6.83577,-0.919745,5.91603,-6.25998,-1.41771,4.84227,-4.50784,-2.90808,1.59976,2.3209
812,-4.70512,-2.8074,1.89772,-6.38978,-1.43785,4.95193,-5.81289,-1.92793,3.88497,-4.19627,-3.18428,1.01199,1.7155
813,-4.68498,-2.39896,2.28603,-6.39195,-0.939881,5.45207,-5.81752,-1.44492,4.3726,-4.16797,-2.82019,1.34778,1.9902
814,-5.31955,-3.50646,1.81309,-7.00013,-2.22562,4.77451,-6.43005,-2.69012,3.73993,-4.82158,-3.84551,0.976072,1.6107
815,-4.84526,-2.85257,1.99269,-6.56692,-1.47431,5.09261,-5.99222,-1.96874,4.02347,-4.33831,-3.24686,1.09145,1.7116
816,-4.95247,-2.83189,2.12058,-6.68094,-1.372,5.30894,-6.10623,-1.87976,4.22647,-4.43219,-3.27217,1.16002,1.8047
817,-4.55001,-2.33582,2.21419,-6.2412,-0.863689,5.37751,-5.67357,-1.37853,4.29504,-4.04633,-2.79896,1.24737,1.9511
818,-4.88526,-2.83515,2.05011,-6.58978,-1.40166,5.18812,-6.01834,-1.91133,4.10701,-4.37042,-3.23298,1.13744,1.7477
819,-4.72934,-2.68712,2.04221,-6.36556,-1.29934,5.06621,-5.80528,-1.78615,4.01912,-4.2281,-3.07461,1.15349,1.801
820,-4.74893,-2.87924,1.86969,-6.43495,-1.5135,4.92145,-5.85997,-2.00521,3.85476,-4.23327,-3.2455,0.987773,1.6895
821,-5.28499,-3.47897,1.80602,-6.95958,-2.18399,4.7756,-6.39413,-2.65202,3.74211,-4.78648,-3.82021,0.966276,1.6012
822,-4.53804,-2.7742,1.76384,-6.19277,-1.3769,4.81587,-5.63112,-1.87051,3.76061,-4.04824,-3.13883,0.909404,1.5824
823,-4.92227,-2.43106,2.4912,-6.65754,-0.961378,5.69616,-6.09208,-1.47023,4.62185,-4.39056,-2.86237,1.52819,2.237
824,-4.74022,-2.84141,1.89881,-6.44229,-1.44057,5.00172,-5.86868,-1.93799,3.93068,-4.22321,-3.24387,0.979338,1.6126
825,-4.7541,-2.47814,2.27596,-6.47604,-1.00056,5.47547,-5.90242,-1.50234,4.40008,-4.24742,-2.98482,1.26261,1.9334
826,-4.74213,-2.87788,1.86425,-6.42896,-1.51132,4.91764,-5.8529,-2.00249,3.85041,-4.22892,-3.24605,0.982875,1.6841
827,-4.71818,-2.87488,1.8433,-6.39413,-1.5037,4.89043,-5.82568,-1.99296,3.83272,-4.20742,-3.23843,0.968997,1.6375
828,-5.27302,-3.08196,2.19106,-6.97482,-1.68194,5.29289,-6.40501,-2.17827,4.22674,-4.75247,-3.44986,1.30261,1.899
829,-4.64988,-2.68576,1.96412,-6.33889,-1.30587,5.03302,-5.76528,-1.8003,3.96497,-4.12361,-3.07026,1.05335,1.7476
830,-4.82594,-2.83842,1.98752,-6.55277,-1.46343,5.08934,-5.97725,-1.95759,4.01967,-4.31436,-3.22917,1.08519,1.7075
831,-4.79954,-2.60522,2.19433,-6.48991,-1.19023,5.29969,-5.9182,-1.68085,4.23736,-4.29777,-3.03951,1.25825,1.9315
832,-4.51137,-1.74262,2.76876,-6.21181,-0.231297,5.98052,-5.63629,-0.734979,4.90131,-4.02511,-2.2678,1.75731,2.3933
833,-4.84553,-2.81257,2.03296,-6.55685,-1.3837,5.17316,-5.98433,-1.8931,4.09123,-4.32389,-3.2055,1.11839,1.7334
834,-4.79601,-2.39923,2.39678,-6.53046,-0.887363,5.6431,-5.95521,-1.41662,4.53859,-4.26838,-2.861,1.40737,2.0703
835,-4.78947,-2.67678,2.11269,-6.50542,-1.26043,5.24499,-5.91929,-1.75731,4.16198,-4.25804,-3.0972,1.16084,1.9316
836,-4.92091,-2.40195,2.51896,-6.6325,-0.955392,5.67711,-6.05916,-1.45499,4.60417,-4.37695,-2.84005,1.5369,2.2031
837,-4.94268,-3.06836,1.87432,-6.63522,-1.69663,4.93859,-6.06596,-2.18943,3.87653,-4.41369,-3.42428,0.989406,1.5991
838,-5.52799,-3.22264,2.30535,-7.24612,-1.79187,5.45425,-6.67713,-2.2931,4.38403,-4.98649,-3.60415,1.38234,1.9806
839,-4.8409,-2.95815,1.88276,-6.54679,-1.55731,4.98948,-5.97616,-2.058,3.91817,-4.31981,-3.34673,0.973079,1.6453
840,-4.96254,-3.19543,1.76711,-6.64366,-1.82833,4.81533,-6.07494,-2.31895,3.75599,-4.47573,-3.53585,0.939881,1.5184
841,-4.77124,-2.65338,2.11786,-6.48774,-1.22397,5.26377,-5.90079,-1.72275,4.17804,-4.23953,-3.08114,1.15839,1.9444
842,-4.77832,-2.95298,1.82534,-6.46651,-1.5701,4.89642,-5.89616,-2.0648,3.83136,-4.30266,-3.34237,0.96029,1.5466
843,-5.07955,-2.87298,2.20657,-6.83006,-1.39377,5.43629,-6.25345,-1.89473,4.35872,-4.50593,-3.31979,1.18614,1.9162
844,-4.8771,-2.42889,2.44821,-6.59549,-0.878928,5.71657,-6.0265,-1.39458,4.63192,-4.36743,-3.09584,1.27159,2.0758
845,-4.49042,-1.68466,2.80577,-6.19685,-0.176874,6.01997,-5.61969,-0.678652,4.94104,-3.99844,-2.21174,1.7867,2.4208
846,-5.202,-2.65746,2.54454,-6.9457,-1.20546,5.74024,-6.37018,-1.70398,4.66621,-4.6175,-3.08441,1.53309,2.2287
847,-4.4496,-2.53338,1.91623,-6.12338,-1.10914,5.01424,-5.55847,-1.60357,3.9549,-3.98837,-2.98863,0.999746,1.628
848,-4.9707,-2.88032,2.09038,-6.6989,-1.45554,5.24336,-6.12338,-1.94833,4.17504,-4.45396,-3.29258,1.16138,1.8117
849,-4.86676,-2.72985,2.13691,-6.58896,-1.2754,5.31357,-6.01263,-1.78398,4.22865,-4.36226,-3.17067,1.19159,1.8384
850,-4.56607,-2.39868,2.16739,-6.27386,-0.91784,5.35602,-5.70541,-1.41989,4.28552,-4.08062,-2.89611,1.18451,1.8452
851,-4.57342,-2.59461,1.97881,-6.2578,-1.15458,5.10322,-5.68772,-1.66452,4.0232,-4.10293,-3.02536,1.07757,1.6915
852,-4.69723,-2.14344,2.55379,-6.43359,-0.629671,5.80392,-5.85807,-1.14043,4.71764,-4.18021,-2.67216,1.50805,2.1893
853,-4.94621,-2.621,2.32521,-6.70135,-1.09852,5.60282,-6.12855,-1.6071,4.52144,-4.38675,-3.1304,1.25635,1.9743
854,-4.84499,-2.47433,2.37066,-6.5642,-1.0041,5.5601,-5.99684,-1.5105,4.48634,-4.33151,-2.91243,1.41907,2.0458
855,-4.75464,-2.25065,2.50399,-6.48556,-0.768994,5.71657,-5.9182,-1.28193,4.63627,-4.23463,-2.69991,1.53472,2.2619
856,-5.19955,-3.0338,2.16575,-6.90325,-1.62153,5.28173,-6.33535,-2.12058,4.21477,-4.67954,-3.40823,1.27132,1.8682
857,-4.6507,-2.23106,2.41964,-6.37671,-0.731442,5.64527,-5.80174,-1.24029,4.56144,-4.14429,-2.75352,1.39077,2.0604
858,-4.91546,-2.46181,2.45365,-6.66379,-1.00165,5.66214,-6.08991,-1.50506,4.58485,-4.36851,-2.93284,1.43567,2.1358
859,-4.8409,-2.79352,2.04738,-6.57318,-1.33962,5.23356,-6.00065,-1.83758,4.16307,-4.316,-3.21802,1.09798,1.7735
860,-4.99111,-2.89339,2.09773,-6.75005,-1.44547,5.30459,-6.17263,-1.96031,4.21232,-4.4496,-3.29176,1.15784,1.776
861,-4.67056,-2.53338,2.13718,-6.31386,-1.15349,5.16037,-5.7533,-1.64057,4.11273,-4.17804,-2.93039,1.24764,1.8436
862,-4.84335,-2.79162,2.05174,-6.57509,-1.33499,5.2401,-6.0031,-1.8335,4.1696,-4.31817,-3.21747,1.1007,1.7774
863,-4.96989,-2.77474,2.19514,-6.69726,-1.24873,5.44853,-6.12202,-1.75513,4.36688,-4.43355,-3.26509,1.16846,1.834
864,-4.53124,-2.56794,1.9633,-6.21263,-1.13689,5.07574,-5.64201,-1.64547,3.99654,-4.05912,-2.99244,1.06669,1.6784
865,-4.66757,-2.56222,2.10534,-6.3827,-1.09499,5.28772,-5.81426,-1.61173,4.20253,-4.1647,-3.00005,1.16465,1.8449
866,-4.85397,-2.35569,2.49828,-6.60611,-0.829675,5.77643,-6.02868,-1.36139,4.6673,-4.31083,-2.8191,1.49173,2.1523
867,-4.82403,-2.79243,2.0316,-6.53345,-1.35948,5.17397,-5.96201,-1.87133,4.09069,-4.30239,-3.18509,1.1173,1.73
868,-4.65859,-2.62263,2.03596,-6.35467,-1.17118,5.1835,-5.77997,-1.68166,4.09831,-4.18892,-3.06618,1.12274,1.7318
869,-5.00608,-2.87951,2.12657,-6.75033,-1.42642,5.32391,-6.17127,-1.92276,4.24851,-4.46076,-3.30972,1.15104,1.8492
870,-4.77288,-2.58182,2.19106,-6.48066,-1.11893,5.36173,-5.90977,-1.63676,4.273,-4.27845,-3.02454,1.2539,1.8585
871,-4.75709,-2.55161,2.20548,-6.48556,-1.04873,5.43683,-5.91194,-1.57227,4.33967,-4.25396,-3.01638,1.23757,1.9209
872,-4.90077,-2.48494,2.41583,-6.60856,-1.03403,5.57452,-6.03739,-1.53826,4.49913,-4.37559,-2.91162,1.46397,2.083
873,-4.88444,-2.79815,2.0863,-6.63631,-1.31621,5.3201,-6.06242,-1.83867,4.22375,-4.34729,-3.21448,1.13281,1.8057
874,-4.90159,-2.48141,2.42018,-6.60964,-1.02859,5.58105,-6.03875,-1.53282,4.50593,-4.37586,-2.90917,1.46669,2.0886
875,-4.76335,-2.67161,2.09174,-6.47304,-1.21281,5.26023,-5.90405,-1.72275,4.1813,-4.26838,-3.08931,1.17907,1.8678
876,-4.71138,-2.54372,2.16766,-6.42733,-1.12982,5.29751,-5.85534,-1.6354,4.21994,-4.1647,-2.93965,1.22506,2.0044
877,-4.69424,-2.60603,2.0882,-6.40801,-1.13825,5.26976,-5.83793,-1.65391,4.18402,-4.2028,-3.04904,1.15376,1.8312
878,-4.89342,-2.48957,2.40385,-6.59794,-1.03866,5.55928,-6.02732,-1.54289,4.48444,-4.3696,-2.9157,1.4539,2.0754
879,-5.02621,-2.86019,2.16603,-6.76502,-1.44574,5.31928,-6.18732,-1.94888,4.23844,-4.49614,-3.27108,1.22506,1.8698
880,-4.89206,-2.91924,1.97283,-6.59849,-1.51758,5.08091,-6.03031,-2.01881,4.0115,-4.38539,-3.31326,1.07213,1.717
881,-4.8088,-3.01774,1.79105,-6.45998,-1.63486,4.82512,-5.88582,-2.12766,3.75816,-4.32062,-3.37612,0.944507,1.5914
882,-4.35545,-2.50345,1.85201,-6.03657,-1.07594,4.96063,-5.46813,-1.57064,3.89749,-3.91218,-2.98073,0.931446,1.5486
883,-4.82158,-2.64957,2.17201,-6.52611,-1.23404,5.29207,-5.95167,-1.73881,4.21287,-4.26348,-3.04087,1.22261,2.0231
884,-4.90757,-2.9176,1.98997,-6.61808,-1.51268,5.1054,-6.04963,-2.01419,4.03545,-4.3979,-3.3138,1.0841,1.7308
885,-4.83383,-2.90101,1.93282,-6.53753,-1.47513,5.06241,-5.96582,-1.98126,3.98456,-4.33368,-3.31435,1.01934,1.6371
886,-5.05832,-2.36657,2.69175,-6.79795,-0.888724,5.90922,-6.22324,-1.3905,4.83274,-4.5043,-2.83407,1.67023,2.3491
887,-4.47763,-2.27106,2.20657,-6.17072,-0.849539,5.32119,-5.60881,-1.35241,4.2564,-3.98157,-2.67406,1.30751,1.9659
888,-4.72743,-2.86291,1.86452,-6.41127,-1.50288,4.90839,-5.83385,-1.9897,3.84415,-4.22348,-3.23761,0.985868,1.6781
889,-4.81451,-2.54263,2.27188,-6.52801,-1.09417,5.43384,-5.95548,-1.59241,4.36307,-4.30538,-3.0074,1.29798,1.9493
890,-4.95165,-2.11215,2.83951,-6.69618,-0.618243,6.07793,-6.12256,-1.12274,4.99982,-4.39899,-2.60032,1.79867,2.4968
891,-4.91274,-2.41691,2.49583,-6.64937,-0.949949,5.69942,-6.0831,-1.45771,4.62539,-4.38076,-2.8474,1.53336,2.2415
892,-4.48961,-2.40902,2.08058,-6.18814,-1.02832,5.15982,-5.61697,-1.52955,4.08742,-3.94946,-2.7859,1.16356,1.9337
893,-5.05206,-2.52957,2.52249,-6.75278,-1.14233,5.61044,-6.18379,-1.61581,4.56797,-4.53151,-2.97393,1.55758,2.2769
894,-4.53641,-2.17501,2.3614,-6.24964,-0.719469,5.53017,-5.68582,-1.22723,4.45858,-4.0262,-2.60195,1.42424,2.0977
895,-5.11166,-2.00684,3.10482,-6.88883,-0.485451,6.40338,-6.31358,-0.997841,5.31574,-4.51328,-2.50644,2.00684,2.7722
896,-4.59219,-2.51569,2.0765,-6.251,-1.08954,5.16145,-5.68963,-1.59377,4.09586,-4.1247,-2.91434,1.21036,1.8127
897,-4.56416,-2.498,2.06616,-6.24692,-1.05825,5.18867,-5.67874,-1.56765,4.1111,-4.07626,-2.95624,1.12002,1.7855
898,-4.80308,-2.23487,2.56821,-6.54706,-0.701237,5.84582,-5.96963,-1.21444,4.75519,-4.28362,-2.78372,1.49989,2.2096
899,-4.85424,-2.81937,2.03487,-6.56611,-1.39077,5.17533,-5.99331,-1.90017,4.09314,-4.33205,-3.21176,1.12029,1.7358
900,-4.94676,-2.68957,2.25718,-6.67903,-1.21336,5.46568,-6.1046,-1.71323,4.39137,-4.40661,-3.17747,1.22914,1.9116
901,-4.79737,-2.62726,2.17011,-6.50298,-1.19431,5.30867,-5.92392,-1.69717,4.22674,-4.25232,-3.04033,1.21199,2.0457
902,-4.70376,-2.4063,2.29746,-6.41726,-0.95648,5.46078,-5.8529,-1.45907,4.39382,-4.19491,-2.82563,1.36928,1.9888
903,-4.87492,-2.55052,2.3244,-6.58788,-1.13471,5.45316,-6.01725,-1.63187,4.38539,-4.32171,-2.95352,1.36819,2.0417
904,-5.01098,-2.76413,2.24684,-6.77291,-1.28982,5.48309,-6.19848,-1.79269,4.40579,-4.43954,-3.20278,1.23676,1.9883
905,-5.00825,-2.93121,2.07704,-6.72366,-1.52084,5.20282,-6.15222,-2.02289,4.12933,-4.49233,-3.33421,1.15812,1.8004
906,-5.13669,-2.42671,2.70998,-6.88339,-0.967637,5.91575,-6.31032,-1.47404,4.83628,-4.57178,-2.85393,1.71785,2.4159
907,-4.84227,-2.78209,2.06017,-6.54923,-1.34179,5.20744,-5.97644,-1.84656,4.12987,-4.34049,-3.21285,1.12764,1.7598
908,-4.7892,-2.81855,1.97065,-6.49372,-1.39431,5.09941,-5.9212,-1.90071,4.02048,-4.28362,-3.224,1.05961,1.6775
909,-5.02866,-2.36521,2.66345,-6.7721,-0.908316,5.86378,-6.1993,-1.4169,4.7824,-4.47355,-2.79515,1.6784,2.375
910,-4.90757,-2.87733,2.03024,-6.61835,-1.45581,5.16254,-6.04582,-1.9633,4.08252,-4.38294,-3.26319,1.11975,1.7323
911,-4.8439,-2.79651,2.04738,-6.56556,-1.37281,5.19275,-5.99276,-1.87541,4.11735,-4.33205,-3.21829,1.11376,1.7654
912,-5.03057,-2.36059,2.66998,-6.774,-0.903418,5.87058,-6.2012,-1.412,4.7892,-4.476,-2.79025,1.68574,2.3827
913,-4.69342,-2.5829,2.11051,-6.40284,-1.04165,5.36119,-5.83412,-1.57608,4.25804,-4.18892,-3.01475,1.17417,1.8765
914,-4.83791,-2.79842,2.03949,-6.56801,-1.34343,5.22458,-5.99603,-1.84167,4.15436,-4.31491,-3.22319,1.09172,1.7668
915,-4.97723,-2.78128,2.19596,-6.72829,-1.35268,5.37561,-6.1563,-1.86561,4.29069,-4.40906,-3.16958,1.23948,1.9188
916,-4.7522,-2.64086,2.11133,-6.46379,-1.27077,5.19302,-5.88446,-1.76275,4.12171,-4.21776,-3.03189,1.18587,1.9961
917,-4.74131,-2.87815,1.86316,-6.42814,-1.51186,4.91628,-5.85208,-2.00303,3.84905,-4.22838,-3.24605,0.982331,1.6834
918,-4.87682,-2.52222,2.3546,-6.59631,-1.06233,5.53398,-6.02786,-1.56438,4.46348,-4.36498,-2.95815,1.40683,2.0318
919,-4.60335,-2.34045,2.2629,-6.31875,-0.871853,5.4469,-5.75085,-1.37499,4.37586,-4.0828,-2.83869,1.2441,1.9325
920,-4.71873,-2.51651,2.20222,-6.39685,-1.07621,5.32064,-5.8314,-1.58071,4.25069,-4.23219,-2.93692,1.29526,1.9121
921,-4.79029,-2.47243,2.31787,-6.48012,-1.03349,5.44663,-5.91303,-1.53717,4.37586,-4.2994,-2.89584,1.40356,2.0126
922,-4.83954,-2.64848,2.19106,-6.55114,-1.23349,5.31765,-5.97263,-1.732,4.24062,-4.28879,-3.06074,1.22805,2.0301
923,-4.81696,-2.48467,2.33229,-6.5457,-1.03567,5.51003,-5.96011,-1.54071,4.4194,-4.25804,-2.92822,1.32982,2.1945
924,-4.86948,-2.64032,2.22916,-6.57971,-1.18397,5.39574,-6.00936,-1.69609,4.31328,-4.36471,-3.06128,1.30343,1.9239
925,-4.62321,-2.55705,2.06616,-6.32746,-1.0939,5.23356,-5.7582,-1.60955,4.14865,-4.12661,-2.99189,1.13471,1.8144
926,-4.84744,-2.08439,2.76304,-6.60311,-0.536336,6.06678,-6.03167,-1.05607,4.9756,-4.31219,-2.5908,1.72139,2.4598
927,-4.90567,-2.6776,2.22807,-6.64964,-1.15757,5.49207,-6.07957,-1.66969,4.40988,-4.34457,-3.13829,1.20628,1.9914
928,-4.71247,-2.61284,2.09963,-6.40882,-1.15267,5.25615,-5.83983,-1.66697,4.17287,-4.2145,-3.04713,1.16737,1.7906
929,-4.67818,-2.54943,2.12875,-6.3944,-1.12954,5.26486,-5.81181,-1.62996,4.18184,-4.14021,-2.96386,1.17635,1.9352
930,-4.76934,-2.73093,2.0384,-6.47631,-1.28737,5.18894,-5.90351,-1.79432,4.10919,-4.27001,-3.16305,1.10696,1.7414
