idx,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,FpDensityMorgan1,BalabanJ,PEOE_VSA1,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA4,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,VSA_EState2,VSA_EState3,VSA_EState8,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumHAcceptors,fr_C_O,fr_aniline,fr_bicyclic,fr_halogen,fr_imide,fr_ketone_Topliss,fr_oxazole,fr_pyridine
1,15.82365401305659,0.034582452,-0.143194022,0.020643206,1742.6779999999987,0.3770491803278688,1.156428943840147,9.134199296,11.566489892729878,0,0,0,9.589074368143644,316.36839578840465,61.994509714478255,9.589074368143644,175.34902813485022,21.047566218953943,17.88127925841561,23.671624184645573,0,34.71748393656739,0,0,0,68.41211673,29.447769151145486,82.84355005414986,164.94,0,21.047566218953943,9.589074368143644,22.712698952868415,68.21784827171062,139.77276153251975,268.5540137624315,35.61772100872789,46.12920289959541,24.345759828998993,0.5471698113207547,2,0,2,3,8,16,2,0,16,0,0,2,0,0
2,16.00614066,0.025571367,-0.123809309,0.015692063,2081.112999999999,0.3402777777777778,1.1172714230330585,4.567099647791355,5.783244946364939,0,0,209.91977599385064,4.794537184071822,425.7283569103106,37.194618308168664,9.589074368143644,166.78761542314425,21.047566218953943,24.12806913,11.835812092322788,0,34.27771248183253,0,0,0,45.34714351173895,50.19811953884106,71.00773796182708,169.87,0,21.047566218953943,9.589074368143644,37.21625946,56.38203617938783,128.5987275,427.76479289754025,35.855798741608396,58.86085249449174,22.88119779878439,0.625,2,0,2,3,8,15,2,0,16,0,0,2,0,0
3,15.85680703440302,0.02804089,-0.126599669,0.015724623,1985.9489999999996,0.3529411764705882,1.0752530481472131,4.567099647791355,5.783244946364939,0,0,209.91977599385064,4.794537184071822,386.70051159599006,42.37804925,9.589074368143644,178.5158027683429,21.047566218953943,17.88127925841561,11.835812092322788,0,34.27771248183253,0,0,0,57.07533085693756,43.951329662572874,71.00773796182708,164.94,0,21.047566218953943,9.589074368143644,37.21625946,56.38203617938783,109.2123278471144,413.80969375103496,33.411720779123876,46.32035505225795,19.79976072,0.6,2,0,2,3,8,15,2,0,16,0,0,2,0,0
4,15.869426283286003,0.032648374,-0.142030272,0.020597568,1936.0309999999995,0.3430656934306569,1.0850438884062887,9.134199296,11.566489892729878,0,0,0,9.589074368143644,405.25406735583925,50.26632236927964,9.589074368143644,163.6208407896516,21.047566218953943,24.12806913,18.883484074999977,0,34.71748393656739,0,0,0,56.683929389673686,35.694559027413675,71.00773796182708,169.87,0,21.047566218953943,9.589074368143644,22.712698952868415,56.38203617938783,114.0894750408157,398.0839021216047,37.56906846,57.77521757274933,19.69776966593862,0.6033057851239669,2,0,2,3,8,16,2,0,16,0,0,2,0,0
5,15.847494865090852,0.013757797,-0.277138087,0.015724623,1985.9489999999996,0.3676470588235294,1.0752530481472138,0,5.783244946364939,0,0,522.9281306068558,4.794537184071822,220.61651953114333,0,9.589074368143644,178.0760313,21.047566218953943,17.88127925841561,11.835812092322788,0,34.71748393656739,0,0,0,57.07533085693756,43.951329662572874,71.00773796182708,164.94,0,21.047566218953943,9.589074368143644,37.21625946,56.38203617938783,96.37068460126235,426.6513369968868,34.638007444790006,46.35921188180343,19.776267039367095,0.6,2,0,2,3,8,15,2,0,16,0,0,2,0,0
6,15.863698568794556,0.011165204,-0.288091083,0.015724623,2032.842,0.3602941176470588,1.0752530481472131,0,0,0,0,734.5300892599075,0,118.59228267325588,0,9.589074368143644,180.8030344923658,21.047566218953943,17.88127925841561,11.835812092322788,0,34.71748393656739,0,0,0,45.738544979002825,58.454890174000255,71.00773796182708,164.94,0,21.047566218953943,9.589074368143644,51.71981997572319,56.38203617938783,78.65189416170904,443.4905845269704,33.61761742812606,46.41671605258939,19.82576540860679,0.6,2,0,2,3,8,14,2,0,16,0,0,2,0,0
7,15.620880177536282,0.014656314,-0.1095361,0.020640449,1838.8979999999997,0.3571428571428571,1.0820765282266698,9.134199296,0,11.566489892729878,0,0,9.589074368143644,324.05857460688804,71.74880410188085,9.589074368143644,198.0225998907197,21.047566218953943,17.88127925841561,11.835812092322788,0,34.03117963857169,0,0,0,91.08568849074176,29.447769151145486,71.00773796182708,164.94,0,21.047566218953943,9.589074368143644,22.712698952868415,55.00942758339644,112.7168664448243,381.1190882392647,38.41374395,45.93870858504753,19.713350086814465,0.5925925925925926,2,0,2,1,10,18,2,0,16,0,0,2,0,0
8,15.87853661,0.003616406,-1.024319353,0.021128111,1838.938,0.4126984126984127,1.0845477659174267,9.134199296,11.566489892729878,0,0,0,9.589074368143644,324.05857460688804,68.32267104102559,9.589074368143644,191.79714088708363,21.047566218953943,9.134199296,17.75371813848418,0,34.71748393656739,0,0,0,90.69428702,20.700689188312587,76.92564400798847,139.16,11.835812092322788,21.047566218953943,9.589074368143644,17.139594422799146,39.68202866592458,87.12708150128172,394.50984993676497,37.222505243685376,58.317392269125975,19.872589196198906,0.6,2,0,2,1,10,16,2,0,16,0,0,2,0,0
9,15.831474761281497,0.014785469,-0.1116247,0.020640449,1838.8979999999997,0.3809523809523809,1.0881870031364806,9.134199296,11.566489892729878,0,0,0,9.589074368143644,324.05857460688804,66.87165690817956,9.589074368143644,198.0225998907197,21.047566218953943,17.88127925841561,11.835812092322788,0,34.03117963857169,0,0,0,91.08568849074176,29.447769151145486,71.00773796182708,164.94,0,21.047566218953943,9.589074368143644,22.712698952868415,56.38203617938783,117.5940136385256,376.24194104556346,37.23606798611743,49.94765364916164,19.69477740063468,0.5925925925925926,2,0,2,1,10,18,2,0,16,0,0,2,0,0
10,17.711987821512842,0.00232237,-1.006232045,0.015724739,1898.7999999999995,0.3787878787878788,1.1092697833069227,9.134199296,11.566489892729878,0,0,0,9.589074368143644,324.05857460688804,78.68486418956924,27.150734558842927,175.34902813485022,21.047566218953943,17.88127925841561,11.835812092322788,0,34.71748393656739,0,17.56166019069928,0,68.41211673,29.447769151145486,94.27662132601066,164.94,34.835373256913456,21.047566218953943,27.150734558842927,78.65514822292036,17.718790439553317,251.46919620520825,222.6133591106043,33.83992821617493,45.56624883754226,18.25790638501215,0.5714285714285714,2,0,2,3,8,16,2,0,16,4,0,2,0,0
