MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,FpDensityMorgan1,BalabanJ,PEOE_VSA1,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA4,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,VSA_EState2,VSA_EState3,VSA_EState8,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumHAcceptors,fr_C_O,fr_aniline,fr_bicyclic,fr_halogen,fr_imide,fr_ketone_Topliss,fr_oxazole,fr_pyridine
2.35312074829932,1.2878703703703704,1.2878703703703704,0.6087395471889738,196.359,1.1538461538461535,2.318301529430329,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,0.0,11.336785877934735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.336785877934735,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.85840250203265,2.9833240688250613,0.0,6.708352859662384,0.6666666666666666,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2.3238962112622827,1.2887037037037037,1.2887037037037037,0.4854883296451311,228.426,1.2142857142857142,2.20914462181699,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,0.0,23.098670827325854,0.0,0.0,0.0,5.752853606746789,0.0,0.0,0.0,0.0,23.098670827325854,5.752853606746789,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.085917961371194,4.435692764760226,0.0,6.684900058788948,0.6666666666666666,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2.313309791509196,1.2302101442428823,1.2302101442428823,0.4633230388800787,300.5110000000001,0.8571428571428571,1.83365555362715,0.0,0.0,0.0,0.0,0.0,0.0,63.29331358816711,0.0,0.0,11.336785877934735,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,0.0,11.336785877934735,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.39040022297567,2.8285462320478003,0.0,6.684063327209209,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12.54221096308894,0.1756004346182917,-0.1756004346182917,0.5101625911419622,350.54900000000004,1.173913043478261,2.074956890596466,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,33.10993926815928,17.047480649911215,9.53140013787187,28.64287704382132,0.0,0.0,5.917906046161393,6.606881964512918,9.7542943874026,0.0,0.0,0.0,22.67357175586947,12.576187252464766,19.76538044554264,26.3,0.0,4.794537184071822,0.0,5.969305287951849,12.52478801067431,33.03653631865291,17.718790439553317,17.157758910570927,0.0,9.033487889761652,0.5263157894736842,0,0,0,0,2,4,1,0,0,0,0,0,0,0
12.817589347097377,0.1840587732006384,-0.1840587732006384,0.3184938291907911,432.6760000000001,0.9642857142857144,1.756704845331675,4.736862953800049,0.0,0.0,0.0,5.969305287951849,0.0,33.10993926815928,17.047480649911215,9.53140013787187,39.97966292175606,0.0,0.0,5.917906046161393,6.606881964512918,19.508588774805197,0.0,0.0,0.0,34.01035763380421,12.576187252464766,19.76538044554264,26.3,0.0,4.794537184071822,0.0,5.969305287951849,18.088239502371305,27.473084826955912,27.473084826955912,19.99012681303403,0.0,9.078621354476342,0.4347826086956521,0,0,0,0,3,5,1,0,0,0,0,0,0,0
2.358552346517992,1.2048035039768652,1.2048035039768652,0.2046897047789306,464.7650000000002,0.6129032258064516,1.4669580460031058,0.0,0.0,0.0,0.0,0.0,0.0,63.29331358816711,4.877147193701299,0.0,34.01035763380421,0.0,0.0,0.0,0.0,30.635491758199187,0.0,0.0,0.0,34.01035763380421,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.89898899778088,8.291438794368016,0.0,6.685686185344176,0.3571428571428571,0,0,0,1,3,3,0,0,0,0,0,0,0,0
2.4303463279994735,1.2298565182245738,1.2298565182245738,0.2436678915018111,444.7750000000003,0.5862068965517241,1.7627461713066752,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,34.01035763380421,0.0,0.0,0.0,0.0,19.508588774805197,0.0,0.0,0.0,34.01035763380421,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4710993914679,8.86781973478631,0.0,9.0971597625647,0.5384615384615384,0,0,0,0,3,3,0,0,0,0,0,0,0,0
2.3717584719072815,1.2580634028302675,1.2580634028302675,0.2436678915018111,444.7750000000003,0.5862068965517241,1.8478141877318417,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,34.01035763380421,0.0,0.0,0.0,0.0,19.508588774805197,0.0,0.0,0.0,34.01035763380421,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.71680500406531,8.830713339156702,0.0,9.16261659737538,0.5384615384615384,0,0,0,0,3,3,0,0,0,0,0,0,0,0
4.667231580678307,0.5819683799445701,0.5819683799445701,0.1804346978146339,495.78300000000024,0.8181818181818182,1.65223426576903,4.567099647791355,0.0,0.0,0.0,0.0,0.0,64.50513827386052,32.16142861336934,0.0,65.86840180447133,0.0,13.314179610624254,0.0,0.0,10.440598685398296,0.0,0.0,0.0,34.40175910106809,13.314179610624254,13.847474399381248,30.71,0.0,0.0,0.0,0.0,6.041840829147961,11.033401435232523,104.409198967574,2.729780924843155,0.0,8.992980209617532,0.4814814814814814,0,0,0,1,4,6,0,0,4,0,0,0,0,0
6.011643775763545,0.7983729704790241,0.7983729704790241,0.2313881148089722,425.6160000000004,0.78125,1.5901616667759189,9.303962601591405,0.0,0.0,0.0,0.0,0.0,75.44535380183488,17.640283399745442,4.736862953800049,27.881869970995993,0.0,4.567099647791355,0.0,6.606881964512918,11.436898107967467,4.736862953800049,0.0,5.749511833283905,0.0,11.173981612304273,6.923737199690624,14.16,0.0,0.0,0.0,0.0,0.0,18.777215420722833,70.72424723686973,0.0,2.5811853571422825,7.277901079087713,0.3333333333333333,0,0,0,3,1,2,0,0,3,0,0,0,0,0
