Nickname,bandgap(eV),c_smiles,newSMILES,Ref.No,bdt,fluorene,cpdt,tdt,others
PBDT(Se)-T1,1.8,CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CC)CCCC)[se]3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)[se]1,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4ccc[se]4)c4sc(cc4c(-c4ccc[se]4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5ccc[se]5)c5sc(C)cc5c(-c5ccc[se]5)c4s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O,S169,1,0,0,0,0
PBDT-TDPP-S,1.73,CCCCC(CC)COc1c2cc(-c3cc(/C=C/c4ccc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8cccs8)=C7C(=O)N6CC(CC)CCCC)s5)s4)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1cc(C=C)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc(C=C)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc(C=C)c(C)s1,S393,1,0,0,0,0
PTT-ID1,1.55,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5sc(C)cc5s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc3sc(cc3s2)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2cc3sc(C)cc3s2)c2ccc(C)cc12,S266,0,0,0,0,1
PBDT(S)-T1,1.81,CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CC)CCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)s1,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O,S169,1,0,0,0,0
PBDTT-BTAZT-1,1.65,CCCCC(CC)COC(=O)c1cc2c(-c3ccc(C)s3)c3nn(CC(CC)CCCC)nc3c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2s1,COC(=O)c1cc2c(-c3ccc(C)s3)c3nn(C)nc3c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3ccc(s3)-c3c4cc(sc4c(-c4ccc(s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4nn(C)nc34)C(=O)OC)c2s1,S440,1,0,0,0,0
P1,1.64,CCCCCCCC1(CCCCCCC)COc2c(-c3ccc(C)c4nsnc34)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)[se]6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)[se]6)c5s4)c4nsnc34)c2OC1,Cc1cc2c(-c3ccc[se]3)c3sc(cc3c(-c3ccc[se]3)c2s1)-c1ccc(-c2sc(c3OCC(C)(C)COc23)-c2ccc(-c3cc4c(-c5ccc[se]5)c5sc(cc5c(-c5ccc[se]5)c4s3)-c3ccc(-c4sc(c5OCC(C)(C)COc45)-c4ccc(C)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc12,S391,1,0,0,0,0
PBDT(O)-T1,1.74,CCCCC(CC)CSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SC[C@@H](CC)CCCC)o3)c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c5C6=O)s4)sc23)o1,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4ccco4)c4sc(cc4c(-c4ccco4)c3s2)-c2ccc(s2)-c2sc(-c3ccc(s3)-c3cc4c(-c5ccco5)c5sc(C)cc5c(-c5ccco5)c4s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O,S169,1,0,0,0,0
PFBT,1.56,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5sc6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,Cc1cc2sc3cc(sc3c2s1)-c1sc(cc1C)-c1c(F)cc(-c2cc(C)c(s2)-c2cc3sc4cc(sc4c3s2)-c2sc(cc2C)-c2c(F)cc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S404,0,0,1,0,0
PDTfBO-T,1.84,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc3c4nonc4c4cc(-c5cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c6ccc(C)s6)s5)sc4c3s2)sc1C,Cc1ccc(s1)-c1sc(cc1C)-c1cc2c3nonc3c3cc(sc3c2s1)-c1cc(C)c(s1)-c1ccc(s1)-c1sc(cc1C)-c1cc2c3nonc3c3cc(sc3c2s1)-c1cc(C)c(C)s1,S463,0,0,0,0,1
CNTAZ,1.77,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(C#N)c(C#N)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,Cc1ccc(s1)-c1c(C#N)c(C#N)c(-c2ccc(s2)-c2cc3c(C)c4sc(cc4c(C)c3s2)-c2ccc(s2)-c2c(C#N)c(C#N)c(-c3ccc(s3)-c3cc4c(C)c5sc(C)cc5c(C)c4s3)c3nn(C)nc23)c2nn(C)nc12,S163,1,0,0,0,0
PCBTTPD,1.91,CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3ccc(-c4ccc(C)s4)s3)sc(-c3ccc(-c4ccc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)s4)s3)c2C1=O,CN1C(=O)c2c(sc(-c3ccc(s3)-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c2C1=O)-c1ccc(s1)-c1ccc(C)s1,S146,0,1,0,0,0
PDFBT,1.59,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5sc6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,Cc1cc2sc3cc(sc3c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3sc4cc(sc4c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S404,0,0,1,0,0
PffBT4T-2OD,1.65,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,Cc1ccc(s1)-c1ccc(s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2ccc(s2)-c2ccc(s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S4,0,0,0,0,1
PThBDTP,1.86,CCCCCCCCCC[C@@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(C[C@@H](CCCCCCCC)CCCCCCCCCC)c5c(-c6ccc(C)s6)csc5c4s3)sc2c2sc(C)cc21,Cc1ccc(s1)-c1csc2c1n(C)c(=O)c1cc(sc21)-c1cc2c(s1)c1sc(cc1n(C)c2=O)-c1ccc(s1)-c1csc2c1n(C)c(=O)c1cc(sc21)-c1cc2c(s1)c1sc(C)cc1n(C)c2=O,S140,0,0,0,0,1
PCzTTPz,1.66,CCCCCCCCc1cc2c3cc(CCCCCCCC)sc3c3nc4c(-c5ccc(-c6ccc7c8ccc(C)cc8n(C(CCCCCCCC)CCCCCCCC)c7c6)s5)ccc(-c5ccc(C)s5)c4nc3c2s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nc4c5sc(C)cc5c5cc(C)sc5c4nc23)c2nc3c4sc(C)cc4c4cc(C)sc4c3nc12,S365,0,1,0,0,0
PBDTPBO,1.78,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2cc3c(-c4ccccc4)c4sc(cc4c(-c4ccccc4)c3s2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3cc4c(-c5ccccc5)c5sc(C)cc5c(-c5ccccc5)c4s3)c3nonc23)c2nonc2c1-c1ccc(C)s1,S70,1,0,0,0,0
PTT-DPP (P1),1.56,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3cc4sc(-c5ccc(C)s5)cc4s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cc2sc(C)cc2s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1cc2sc(C)cc2s1)c1cc2sc(cc2s1)-c1ccc(s1)-c1cc2sc(cc2s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1cc2sc(cc2s1)-c1ccc(C)s1,S353,0,0,0,0,1
PBTz4T,1.65,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(C)s4)s3)c3nsnc23)sc1-c1ccc(C)s1,Cc1ccc(s1)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2ccc(s2)-c2ccc(s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(s3)-c3ccc(C)s3)c3nsnc23)c2nsnc12,S103,0,0,0,0,1
P(FBT-alt-Se2Th2),1.56,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c3ccc(-c4c(F)c(F)c(C)c5nsnc45)[se]3)s2)sc1-c1ccc(C)[se]1,Cc1ccc([se]1)-c1sc(cc1C)-c1cc(C)c(s1)-c1ccc([se]1)-c1c(F)c(F)c(-c2ccc([se]2)-c2sc(cc2C)-c2cc(C)c(s2)-c2ccc([se]2)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12,S371,0,0,0,0,1
PNC2C4BT6,2.01,CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCC)(CCCC)c3cc5c6cc7c(cc6n(CC)c5cc3-4)-c3ccc(C)cc3C7(CCCC)CCCC)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2ccc3-c4cc5n(C)c6cc7-c8ccc(C)cc8C(C)(C)c7cc6c5cc4C(C)(C)c3c2)c2nsnc2c1-c1ccc(C)s1,S439,0,1,0,0,0
PS-BDTP (P2),1.8,CCCCCCCCCC[C@@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(=O)n(C[C@@H](CCCCCCCC)CCCCCCCCCC)c5c(-c6ccc(C)[se]6)csc5c4s3)sc2c2sc(C)cc21,Cc1cc2n(C)c(=O)c3cc(sc3c2s1)-c1cc2c(s1)c1scc(-c3ccc([se]3)-c3cc4n(C)c(=O)c5cc(sc5c4s3)-c3cc4c(s3)c3scc(-c5ccc(C)[se]5)c3n(C)c4=O)c1n(C)c2=O,S138,0,0,0,0,1
PBnDT-FTAZ,2.02,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CCC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(C)c4sc(cc4c(C)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(C)c5sc(C)cc5c(C)c4s3)c3nn(C)nc23)c2nn(C)nc12,S210,1,0,0,0,0
PBT-0F,1.61,CCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2s1,COC(=O)c1cc2c(sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4sc(cc34)C(=O)OC)c2s1)-c1ccc(C)s1,S54,1,0,0,0,0
PIDT-SO,2.27,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c(c3)S(=O)(=O)c3cc(C)ccc3-5)sc2-4)cc1,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1ccc2-c3ccc(cc3S(=O)(=O)c2c1)-c1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1ccc2-c3ccc(C)cc3S(=O)(=O)c2c1,S174,0,0,0,1,0
PFTTQx,1.86,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5cc(C)ccc5-6)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4ccc(cc4C(C)(C)c3c2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4-c5ccc(C)cc5C(C)(C)c4c3)c3nc(-c4cccs4)c(nc23)-c2cccs2)c2nc(-c3cccs3)c(nc12)-c1cccs1,S365,0,1,0,0,0
PffBT4T-2OD,1.63,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc(F)c(-c5sc(C)cc5F)s4)s3)c3nsnc23)sc1C,Cc1cc(F)c(s1)-c1sc(cc1F)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc(F)c(s2)-c2sc(cc2F)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S4,0,0,0,0,1
PCPDTDTPBT,1.77,CCCCCCCCCCCCn1c2cc(C)sc2c2c3nsnc3c3c4sc(-c5cc6c(s5)-c5sc(C)cc5C6(CC(CC)CCCC)CC(CC)CCCC)cc4n(CCCCCCCCCCCC)c3c21,Cc1cc2c(s1)-c1sc(cc1C2(C)C)-c1cc2n(C)c3c4n(C)c5cc(sc5c4c4nsnc4c3c2s1)-c1cc2c(s1)-c1sc(cc1C2(C)C)-c1cc2n(C)c3c4n(C)c5cc(C)sc5c4c4nsnc4c3c2s1,S326,0,0,1,0,0
PDEHTT,1.97,CCCCCCC(CCCC)COc1c2cc(C)sc2c(OC[C@H](CCCC)CCCCCC)c2cc(-c3cc(C[C@H](CC)CCCC)c(-c4nc5sc(-c6sc(C)cc6CC(CC)CCCC)nc5s4)s3)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(cc1C)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc(C)c(s1)-c1nc2sc(nc2s1)-c1sc(C)cc1C,S153,1,0,0,0,0
PGeDTBT,1.57,CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(s2)-c2sc(cc2[Ge]3(C)C)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(s3)-c3sc(C)cc3[Ge]4(C)C)c3nsnc23)c2nsnc12,S373,0,0,0,0,1
PGeTFDTBT,1.56,CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3sc(-c4ccc(-c5sc(C)c(F)c5F)c5nsnc45)c(F)c3F)cc21,Cc1cc2c(s1)-c1sc(cc1[Ge]2(C)C)-c1sc(c(F)c1F)-c1ccc(-c2sc(-c3cc4c(s3)-c3sc(cc3[Ge]4(C)C)-c3sc(c(F)c3F)-c3ccc(-c4sc(C)c(F)c4F)c4nsnc34)c(F)c2F)c2nsnc12,S373,0,0,0,0,1
PBDTPO-DTBT,1.62,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2cc3c(-c4ccccc4)c4sc(cc4c(-c4ccccc4)c3s2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3cc4c(-c5ccccc5)c5sc(C)cc5c(-c5ccccc5)c4s3)c3nsnc23)c2nsnc2c1-c1ccc(C)s1,S68,1,0,0,0,0
PBDPTFPP,1.25,CCCCCCCCC(CCCCCCCC)n1c2cc3c4sc(-c5sc(C)c6c5C(=O)N(CC(CC)CCCC)C6=O)cc4n(C(CCCCCCCC)CCCCCCCC)c3cc2c2sc(C)cc21,CN1C(=O)c2c(C)sc(-c3cc4n(C)c5cc6c(cc5c4s3)n(C)c3cc(sc63)-c3sc(-c4cc5n(C)c6cc7c(cc6c5s4)n(C)c4cc(C)sc74)c4C(=O)N(C)C(=O)c34)c2C1=O,S323,0,0,0,1,0
PCzTTQx,1.9,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nc(-c4cccs4)c(nc23)-c2cccs2)c2nc(-c3cccs3)c(nc12)-c1cccs1,S365,0,1,0,0,0
PSezTITI,1.97,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2ccc3c(ccc4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c5cc(-c6ccc(C)[se]6)sc5c43)c2c2sc(C)cc21,Cc1cc2n(C)c(=O)c3ccc4c(ccc5c4c4sc(cc4n(C)c5=O)-c4ccc([se]4)-c4cc5n(C)c(=O)c6ccc7c(ccc8c7c7sc(cc7n(C)c8=O)-c7ccc(C)[se]7)c6c5s4)c3c2s1,S460,0,0,0,0,1
PDTfBO-TT,1.89,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc3c4nonc4c4cc(-c5cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c6cc7sc(C)cc7s6)s5)sc4c3s2)sc1C,Cc1cc2sc(cc2s1)-c1sc(cc1C)-c1cc2c3nonc3c3cc(sc3c2s1)-c1cc(C)c(s1)-c1cc2sc(cc2s1)-c1sc(cc1C)-c1cc2c3nonc3c3cc(sc3c2s1)-c1cc(C)c(C)s1,S463,0,0,0,0,1
PSeTITI,1.93,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3ccc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3ccc2c2sc(C)cc21,Cc1cc2n(C)c(=O)c3c(ccc4c3ccc3c5sc(cc5n(C)c(=O)c43)-c3ccc([se]3)-c3cc4n(C)c(=O)c5c(ccc6c5ccc5c7sc(cc7n(C)c(=O)c65)-c5ccc(C)[se]5)c4s3)c2s1,S178,0,0,0,0,1
PThzTITI,2.05,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2ccc3c(ccc4c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c5cc(-c6ccc(C)s6)sc5c43)c2c2sc(C)cc21,Cc1ccc(s1)-c1cc2n(C)c(=O)c3ccc4c(ccc5c4c4sc(cc4n(C)c5=O)-c4ccc(s4)-c4cc5n(C)c(=O)c6ccc7c(ccc8c7c7sc(C)cc7n(C)c8=O)c6c5s4)c3c2s1,S460,0,0,0,0,1
TBFPF-BO,1.69,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)c(F)c5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)c(F)c5)c4o3)s2)c2nonc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2cc3c(-c4cccc(F)c4)c4sc(cc4c(-c4cccc(F)c4)c3o2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3cc4c(-c5cccc(F)c5)c5sc(C)cc5c(-c5cccc(F)c5)c4o3)c3nonc23)c2nonc2c1-c1ccc(C)s1,S491,1,0,0,0,0
TBFPF-BT,1.68,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)c(F)c5)c5oc(C)cc5c(-c5ccc(OCC(CC)CCCC)c(F)c5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2cc3c(-c4cccc(F)c4)c4oc(cc4c(-c4cccc(F)c4)c3s2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3cc4c(-c5cccc(F)c5)c5oc(C)cc5c(-c5cccc(F)c5)c4s3)c3nsnc23)c2nsnc2c1-c1ccc(C)s1,S491,1,0,0,0,0
P(Ge-DTCNBT),1.4,CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4cc(C#N)c(-c5ccc(C)s5)c5nsnc45)s3)cc21,Cc1ccc(s1)-c1c(cc(-c2ccc(s2)-c2cc3c(s2)-c2sc(cc2[Ge]3(C)C)-c2ccc(s2)-c2c(cc(-c3ccc(s3)-c3cc4c(s3)-c3sc(C)cc3[Ge]4(C)C)c3nsnc23)C#N)c2nsnc12)C#N,S290,0,0,0,0,1
PThTITI,2.0,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3ccc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3ccc2c2sc(C)cc21,Cc1ccc(s1)-c1cc2n(C)c(=O)c3c(ccc4c3ccc3c5sc(cc5n(C)c(=O)c43)-c3ccc(s3)-c3cc4n(C)c(=O)c5c(ccc6c5ccc5c7sc(C)cc7n(C)c(=O)c65)c4s3)c2s1,S178,0,0,0,0,1
DTS-D-C,1.44,CCCCCCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c3c2C(=O)C(F)(F)C3=O)sc1C,Cc1cc2c(s1)-c1sc(cc1[Si]2(C)C)-c1sc(cc1C)-c1sc(-c2cc(C)c(s2)-c2cc3c(s2)-c2sc(cc2[Si]3(C)C)-c2sc(cc2C)-c2sc(-c3cc(C)c(C)s3)c3C(=O)C(F)(F)C(=O)c23)c2C(=O)C(F)(F)C(=O)c12,S95,0,0,1,0,0
PBDTPO-DTBO,1.65,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2cc3c(-c4ccccc4)c4sc(cc4c(-c4ccccc4)c3s2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3cc4c(-c5ccccc5)c5sc(C)cc5c(-c5ccccc5)c4s3)c3nonc23)c2nonc2c1-c1ccc(C)s1,S68,1,0,0,0,0
P(Ge-CTDCNBT),1.27,CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4c(C#N)c(C#N)c(-c5ccc(C)s5)c5nsnc45)s3)cc21,Cc1ccc(s1)-c1c(C#N)c(C#N)c(-c2ccc(s2)-c2cc3c(s2)-c2sc(cc2[Ge]3(C)C)-c2ccc(s2)-c2c(C#N)c(C#N)c(-c3ccc(s3)-c3cc4c(s3)-c3sc(C)cc3[Ge]4(C)C)c3nsnc23)c2nsnc12,S290,0,0,0,0,1
PIIDBT,1.57,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5ccc(C)s5)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2ccc(s2)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2ccc(s2)-c2ccc(C)s2)c2ccc(C)cc12,S469,0,0,0,0,1
PDBT-T1,1.85,CCCCCCCCc1ccc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)c6c(C[C@H](CC)CCCC)sc(C[C@H](CC)CCCC)c6C7=O)s5)sc4c3c(-c3ccc(CCCCCCCC)s3)c3sc4cc(C)sc4c23)s1,Cc1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3sc4c(-c5cccs5)c5c(sc6cc(C)sc56)c(-c5cccs5)c4c3s2)c2c1C(=O)c1c(C)sc(C)c1C2=O,S172,1,0,0,1,0
PBDF-T1,1.83,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)oc3c(-c3ccc(CC(CC)CCCC)cc3)c3cc(C)oc23)cc1,Cc1cc2c(-c3ccccc3)c3oc(cc3c(-c3ccccc3)c2o1)-c1ccc(s1)-c1sc(-c2ccc(s2)-c2cc3c(-c4ccccc4)c4oc(cc4c(-c4ccccc4)c3o2)-c2ccc(s2)-c2sc(-c3ccc(C)s3)c3c2C(=O)c2c(C)sc(C)c2C3=O)c2c1C(=O)c1c(C)sc(C)c1C2=O,S240,1,0,0,0,0
